lr = 0.0001
1,5,10,50,100
17.90861113703916,82.20175686077577,29.70362332402528,79.81008169785048,71.64203473354112
93.57719785285062,61.03013466271386,48.779061671940624,89.21448054406609,1.245502912896486
46.30675858973841,94.59100970307583,90.48073404840015,52.90885225555866,88.31190719641764
82.88074809232782,97.12603390651074,30.00687420873033,23.58519900931887,24.430446487794747
87.89294460043727,97.52861243280067,29.012364040092553,52.86362680621151,78.47739899806643
99.38606322493723,2.4934112490226985,80.59881710135504,45.089506569802225,88.25833598990319
86.34989873990625,90.4663929707059,92.4471571490742,91.4704798134496,44.46813310234851
lr = 0.0003
1,5,10,50,100
31.158637800856205,33.351687680711926,30.39180001867361,87.47513924133027,95.65715320898703
91.16506920816673,60.30388298202968,50.4550722125706,92.20957164563819,88.44363469816496
96.7352072273105,89.18284092463867,28.70204147329735,46.942142244212086,86.60567295421595
67.44653655696268,100.75663784435339,94.03955363594113,58.74573953414301,24.72436067966634
75.33191692613438,39.11634055467016,26.619027207605093,51.67433225876016,86.07483535036059
73.98332997173785,91.90740353976403,21.310692010626767,11.075053112484671,87.32807166722739
69.4171378732694,97.12388937471356,22.8064562578607,76.95132325529357,41.00664965737037
